name,original,enhanced,original_words,enhanced_words
Gizmos - Heredity and Genetics,"Model genetic crosses using Punnett squares and pedigrees. Explore dominant, recessive, and sex-linked traits. Grades 7-10 develop genetics problem-solving skills.","Model genetic crosses using Punnett squares and pedigrees. Explore dominant, recessive, and sex-linked traits. Grades 7-10 develop genetics problem-solving skills. This Learning Platform focuses on Life Science, Genetics, Heredity, Punnett Squares and serves grade 7-10 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Basic biology level.",20,48
Gizmos - Evolution: Natural Selection,Simulate natural selection in populations over generations. Adjust environmental pressures and observe trait changes. Grades 8-12 explore evolutionary mechanisms.,"Simulate natural selection in populations over generations. Adjust environmental pressures and observe trait changes. Grades 8-12 explore evolutionary mechanisms. This Learning Platform focuses on Life Science, Evolution, Natural Selection, Population Biology and serves grade 8-12 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Biology basics level.",19,48
Gizmos - Ecosystem Dynamics,Model food webs and energy flow through ecosystems. Adjust populations and observe trophic cascades. Grades 6-9 understand ecological relationships and stability.,"Model food webs and energy flow through ecosystems. Adjust populations and observe trophic cascades. Grades 6-9 understand ecological relationships and stability. This Learning Platform focuses on Life Science, Ecology, Ecosystems, Food Webs and serves grade 6-9 students. The program requires Per-Lesson commitment, paid, available online.",21,45
Gizmos - Phases of Matter,"Explore solid, liquid, and gas states at molecular level. Heat and cool substances to observe phase changes. Grades 5-8 develop particle model understanding.","Explore solid, liquid, and gas states at molecular level. Heat and cool substances to observe phase changes. Grades 5-8 develop particle model understanding. This Learning Platform focuses on Physical Science, Chemistry, Matter, Phase Changes and serves grade 5-8 students. The program requires Per-Lesson commitment, paid, available online.",23,47
Gizmos - Chemical Equations,Balance chemical equations and visualize molecular reactions. Model conservation of mass in chemical changes. Grades 8-10 develop chemistry problem-solving skills.,"Balance chemical equations and visualize molecular reactions. Model conservation of mass in chemical changes. Grades 8-10 develop chemistry problem-solving skills. This Learning Platform focuses on Chemistry, Chemical Reactions, Equations, Stoichiometry and serves grade 8-10 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Basic chemistry level.",20,47
Gizmos - Energy Conversions,"Trace energy transformations in mechanical systems. Simulate pendulums, roller coasters, and collisions. Grades 6-9 explore kinetic and potential energy.","Trace energy transformations in mechanical systems. Simulate pendulums, roller coasters, and collisions. Grades 6-9 explore kinetic and potential energy. This Learning Platform focuses on Physics, Energy, Motion, Conservation and serves grade 6-9 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Basic physics level.",19,45
Gizmos - Circuit Builder,"Build series and parallel circuits with batteries, bulbs, and switches. Measure voltage, current, and resistance. Grades 7-10 explore electrical circuit concepts.","Build series and parallel circuits with batteries, bulbs, and switches. Measure voltage, current, and resistance. Grades 7-10 explore electrical circuit concepts. This Learning Platform focuses on Physics, Electricity, Circuits, Engineering and serves grade 7-10 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Basic physics level.",21,47
Gizmos - Newton's Laws of Motion,"Experiment with forces, mass, and acceleration. Simulate collisions and predict motion outcomes. Grades 8-11 develop physics problem-solving with Newton's laws.","Experiment with forces, mass, and acceleration. Simulate collisions and predict motion outcomes. Grades 8-11 develop physics problem-solving with Newton's laws. This Learning Platform focuses on Physics, Forces, Motion, Mechanics and serves grade 8-11 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Algebra level.",20,45
Gizmos - Rock Cycle,"Simulate rock formation and transformation processes. Explore igneous, sedimentary, and metamorphic rocks. Grades 6-8 understand geological cycles and Earth processes.","Simulate rock formation and transformation processes. Explore igneous, sedimentary, and metamorphic rocks. Grades 6-8 understand geological cycles and Earth processes. This Learning Platform focuses on Earth Science, Geology, Rock Cycle, Minerals and serves grade 6-8 students. The program requires Per-Lesson commitment, paid, available online.",20,44
Gizmos - Plate Tectonics,"Model plate boundaries and continental drift. Simulate earthquakes, volcanoes, and mountain formation. Grades 7-9 explore geophysical processes shaping Earth.","Model plate boundaries and continental drift. Simulate earthquakes, volcanoes, and mountain formation. Grades 7-9 explore geophysical processes shaping Earth. This Learning Platform focuses on Earth Science, Geology, Plate Tectonics, Geophysics and serves grade 7-9 students. The program requires Per-Lesson commitment, paid, available online. Prerequisites: Basic earth science level.",19,48
Gizmos - Weather Maps and Fronts,"Analyze weather maps, identify fronts, and predict weather patterns. Interpret meteorological data and symbols. Grades 6-9 develop weather forecasting skills.","Analyze weather maps, identify fronts, and predict weather patterns. Interpret meteorological data and symbols. Grades 6-9 develop weather forecasting skills. This Learning Platform focuses on Earth Science, Meteorology, Weather, Data Analysis and serves grade 6-9 students. The program requires Per-Lesson commitment, paid, available online.",20,44
Gizmos - Water Cycle,"Trace water movement through Earth systems. Model evaporation, condensation, precipitation, and groundwater flow. Grades 5-8 understand hydrological processes.","Trace water movement through Earth systems. Model evaporation, condensation, precipitation, and groundwater flow. Grades 5-8 understand hydrological processes. This Learning Platform focuses on Earth Science, Hydrology, Water Cycle, Environmental Science and serves grade 5-8 students. The program requires Per-Lesson commitment, paid, available online.",18,43
Gizmos - Solar System,"Explore planets, orbits, and astronomical distances. Model planetary motion and compare celestial bodies. Grades 5-9 develop astronomy knowledge and scale understanding.","Explore planets, orbits, and astronomical distances. Model planetary motion and compare celestial bodies. Grades 5-9 develop astronomy knowledge and scale understanding. This Learning Platform focuses on Astronomy, Space Science, Planetary Science, Physics and serves grade 5-9 students. The program requires Per-Lesson commitment, paid, available online.",21,45
FIRST LEGO League Challenge - Robot Design,"Engineering design component of Challenge level. Teams document robot mechanical design, programming strategies, and iterative improvement process. Present engineering portfolio to judges explaining design decisions, testing, and problem-solving.","Engineering design component of Challenge level. Teams document robot mechanical design, programming strategies, and iterative improvement process. Present engineering portfolio to judges explaining design decisions, testing, and problem-solving. This Competition focuses on Engineering, Robotics, Design, Documentation and serves grade 4-8 students. The program requires 4-6 months commitment, paid, available in-person. Prerequisites: Low level.",28,53
FIRST LEGO League Core Values,"Foundational values across all FIRST LEGO League levels: Discovery, Innovation, Impact, Inclusion, Teamwork, Fun. Teams demonstrate gracious professionalism, coopertition (cooperation+competition), and collaborative problem-solving. Core Values judging component at competitions.","Foundational values across all FIRST LEGO League levels: Discovery, Innovation, Impact, Inclusion, Teamwork, Fun. Teams demonstrate gracious professionalism, coopertition (cooperation+competition), and collaborative problem-solving. Core Values judging component at competitions. This Competition focuses on Teamwork, Leadership, Ethics, Collaboration and serves grade PreK-8 students. The program requires 4-6 months commitment, paid, available in-person.",29,51
FIRST LEGO League Team Grants and Financial Aid,"Financial assistance programs for teams facing economic barriers. Team registration grants, kit subsidies, and event fee waivers available through FIRST partnerships and regional programs. Application process for qualifying teams.","Financial assistance programs for teams facing economic barriers. Team registration grants, kit subsidies, and event fee waivers available through FIRST partnerships and regional programs. Application process for qualifying teams. This Program focuses on Financial Aid, Access, Equity and serves grade PreK-8 students. The program requires 1-2 weeks commitment, free, available online.",29,51
FIRST LEGO League Championship Advancement,"Championship tournament pathway for top-performing Challenge teams. Advance from regional events to state/provincial championships, national events, and international championships. Invitation-based advancement recognizing excellence in all judging categories.","Championship tournament pathway for top-performing Challenge teams. Advance from regional events to state/provincial championships, national events, and international championships. Invitation-based advancement recognizing excellence in all judging categories. This Competition focuses on Robotics, Engineering, Programming, Competition and serves grade 4-8 students. The program requires 4-8 months commitment, paid, available in-person. Prerequisites: High level.",27,52
FIRST Robotics Competition - Build Season,"Six-week robot build period where FRC teams design, prototype, and build their competition robot using the Kit of Parts and additional materials.","Six-week robot build period where FRC teams design, prototype, and build their competition robot using the Kit of Parts and additional materials. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 9-12 students. The program requires 6 weeks (January-February) commitment, $6,000-$15,000 (team registration + materials), available regional.",22,49
FIRST Robotics Competition - Regional Events,Regional competition events where FRC teams compete with their robots in alliance-based matches to qualify for championship.,"Regional competition events where FRC teams compete with their robots in alliance-based matches to qualify for championship. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 9-12 students. The program requires 2-3 weekends (March-April) commitment, $6,000-$15,000, available regional.",17,40
FIRST Robotics Competition - Championship,Annual world championship event in Houston and Detroit for qualifying FRC teams. The ultimate robotics competition experience.,"Annual world championship event in Houston and Detroit for qualifying FRC teams. The ultimate robotics competition experience. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 9-12 students. The program requires 1 week (April) commitment, qualification required + travel expenses, available regional.",17,44
FIRST Tech Challenge (FTC),Middle and high school robotics program where teams design and build robots using reusable parts to compete in head-to-head challenges with a sports-like atmosphere.,"Middle and high school robotics program where teams design and build robots using reusable parts to compete in head-to-head challenges with a sports-like atmosphere. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 7-12 students. The program requires September-April (Season + championships) commitment, $275 registration + materials, available regional.",24,51
FIRST Tech Challenge - League Tournaments,Local league tournaments where FTC teams compete throughout the season. Teams earn ranking points to advance to championship events.,"Local league tournaments where FTC teams compete throughout the season. Teams earn ranking points to advance to championship events. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 7-12 students. The program requires October-February (multiple events) commitment, $275 team registration fee, available regional.",19,45
FIRST Tech Challenge - Super Regional Championships,Regional championship events where top FTC teams compete for advancement to the World Championship.,"Regional championship events where top FTC teams compete for advancement to the World Championship. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 7-12 students. The program requires February-March commitment, qualification required, available regional.",14,36
FIRST Tech Challenge - World Championship,Global championship event in Houston where the best FTC teams from around the world compete.,"Global championship event in Houston where the best FTC teams from around the world compete. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 7-12 students. The program requires 4 days (April) commitment, qualification + travel required, available regional.",15,41
FIRST LEGO League (FLL),Elementary and middle school program introducing STEM concepts through hands-on robotics and research projects using LEGO technology.,"Elementary and middle school program introducing STEM concepts through hands-on robotics and research projects using LEGO technology. This Robotics Competition focuses on Engineering, Programming, Design and serves grade K-8 students. The program requires August-February (Season + tournaments) commitment, $225 + robot kit, available regional.",17,44
FIRST LEGO League Discover (Ages 4-6),Introductory STEM program for youngest learners using LEGO DUPLO. Children explore science and engineering concepts through play.,"Introductory STEM program for youngest learners using LEGO DUPLO. Children explore science and engineering concepts through play. This Robotics Competition focuses on Engineering, Programming, Design and serves grade PreK-K students. The program requires 8-12 weeks commitment, $100-200 per team, available regional.",17,41
FIRST LEGO League Explore (Ages 6-10),Hands-on STEM program where teams build motorized models using LEGO WeDo 2.0 and create a poster to share their learning.,"Hands-on STEM program where teams build motorized models using LEGO WeDo 2.0 and create a poster to share their learning. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 1-4 students. The program requires 12-16 weeks commitment, $200-300 per team, available regional.",20,44
FIRST LEGO League Challenge (Ages 9-16),Competitive robotics program where teams design and program autonomous LEGO robots and complete an innovation project.,"Competitive robotics program where teams design and program autonomous LEGO robots and complete an innovation project. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 4-8 students. The program requires 12-16 weeks + tournaments commitment, $225 team registration + robot kit, available regional.",16,45
FIRST LEGO League - Regional Tournaments,Regional tournament competitions where FLL Challenge teams compete with their robots and present innovation projects.,"Regional tournament competitions where FLL Challenge teams compete with their robots and present innovation projects. This Robotics Competition focuses on Engineering, Programming, Design and serves grade 4-8 students. The program requires 1-2 days (December-February) commitment, $225 + robot kit, available regional.",15,41
Garcia Research Scholars - Engineering Track,"Research in mechanical, electrical, biomedical, or environmental engineering. Design experiments, build prototypes, and test engineering solutions. Use CAD software, fabrication equipment, and testing facilities. Projects address real-world engineering challenges.","Research in mechanical, electrical, biomedical, or environmental engineering. Design experiments, build prototypes, and test engineering solutions. Use CAD software, fabrication equipment, and testing facilities. Projects address real-world engineering challenges. This Research focuses on Engineering, Mechanical Engineering, Electrical Engineering, Biomedical Engineering and serves grade 9-12 students. The program requires 7 weeks summer + academic year commitment, free, available in-person. Prerequisites: High level.",29,61
Girls Who Code Clubs,"After-school and summer clubs for girls to learn computer science fundamentals, build coding projects, and develop computational thinking skills in a supportive community environment.","After-school and summer clubs for girls to learn computer science fundamentals, build coding projects, and develop computational thinking skills in a supportive community environment. This Coding Program focuses on Computer Science, Programming and serves grade 6-12 students. The program requires Weekly meetings (school year) commitment, free, available regional.",24,48
Summer Immersion Program,"Intensive 7-week summer program for high school girls to learn programming, explore tech careers, and work on real-world projects with industry mentors and role models.","Intensive 7-week summer program for high school girls to learn programming, explore tech careers, and work on real-world projects with industry mentors and role models. This Tech Program focuses on Computer Science, Programming and serves grade 9-12 students. The program requires 7 weeks (summer) commitment, free, available in-person.",25,48
College Loops Program,"Ongoing support network for Girls Who Code alumni transitioning to college, including mentorship, career guidance, and community connections throughout university years.","Ongoing support network for Girls Who Code alumni transitioning to college, including mentorship, career guidance, and community connections throughout university years. This Tech Program focuses on Computer Science, Programming and serves grade 12 students. The program requires Ongoing support commitment, free, available virtual.",21,43
Girls Who Code Self-Paced Program,"Free online coding curriculum and resources for girls to learn programming independently with interactive lessons, projects, and community support through digital platforms.","Free online coding curriculum and resources for girls to learn programming independently with interactive lessons, projects, and community support through digital platforms. This Coding Program focuses on Computer Science, Programming and serves grade 6-12 students. The program requires Self-paced learning commitment, free, available virtual.",22,44
Girls Who Code Campus Programs,University-based programs and partnerships that bring coding education and career preparation directly to college campuses with local tech industry connections.,"University-based programs and partnerships that bring coding education and career preparation directly to college campuses with local tech industry connections. This Tech Program focuses on Computer Science, Programming and serves grade 12 students. The program requires Semester programs commitment, free, available in-person.",20,42
Girls Who Code Middle School Clubs,"Age-appropriate coding clubs specifically designed for middle school girls focusing on creativity, problem-solving, and building confidence in technology through fun projects.","Age-appropriate coding clubs specifically designed for middle school girls focusing on creativity, problem-solving, and building confidence in technology through fun projects. This Coding Program focuses on Computer Science, Programming and serves grade 6-8 students. The program requires Weekly meetings (school year) commitment, free, available regional.",21,45
Girls Who Code High School Clubs,"Advanced coding clubs for high school girls focusing on real-world applications, college preparation, and career exploration in computer science and technology fields.","Advanced coding clubs for high school girls focusing on real-world applications, college preparation, and career exploration in computer science and technology fields. This Coding Program focuses on Computer Science, Programming and serves grade 9-12 students. The program requires Weekly meetings (school year) commitment, free, available regional.",22,46
HerStory Programming Curriculum,Culturally responsive computer science curriculum that highlights contributions of women and underrepresented groups in technology while teaching core programming concepts.,"Culturally responsive computer science curriculum that highlights contributions of women and underrepresented groups in technology while teaching core programming concepts. This Coding Program focuses on Computer Science, Programming and serves grade 6-12 students. The program requires Curriculum modules commitment, free, available virtual.",20,42
Girls Who Code at Home,Virtual programming and activities designed for girls to continue learning coding and computer science concepts from home with family-friendly projects and challenges.,"Virtual programming and activities designed for girls to continue learning coding and computer science concepts from home with family-friendly projects and challenges. This Coding Program focuses on Computer Science, Programming and serves grade K-12 students. The program requires Flexible schedule commitment, free, available virtual.",22,44
Virtual Summer Experience,"Online summer programming experience for girls who cannot attend in-person programs, featuring interactive coding lessons, virtual mentorship, and collaborative projects.","Online summer programming experience for girls who cannot attend in-person programs, featuring interactive coding lessons, virtual mentorship, and collaborative projects. This Tech Program focuses on Computer Science, Programming and serves grade 9-12 students. The program requires 2-4 weeks (summer) commitment, free, available virtual.",20,43
Girls Who Code Community Impact Projects,"Capstone projects where girls use coding skills to address real community challenges, developing both technical abilities and social impact awareness through technology.","Capstone projects where girls use coding skills to address real community challenges, developing both technical abilities and social impact awareness through technology. This Tech Program focuses on Computer Science, Programming and serves grade 9-12 students. The program requires Project-based (3-6 months) commitment, free, available hybrid. Prerequisites: Medium level.",22,48
Hopscotch - Getting Started Tutorial,"Introduction to block-based coding on iPad. Learn drag-and-drop programming interface, basic commands, and creating first interactive project. Ages 9-14 develop foundational coding skills through guided tutorial.","Introduction to block-based coding on iPad. Learn drag-and-drop programming interface, basic commands, and creating first interactive project. Ages 9-14 develop foundational coding skills through guided tutorial. This Learning Platform focuses on Computer Science, Programming, Computational Thinking, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",26,50
Hopscotch - Game Creation Projects,"Build interactive games using visual programming blocks. Create platformers, racing games, and puzzles. Learn game mechanics, collision detection, scoring systems, and player controls. Ages 9-14 develop game design skills.","Build interactive games using visual programming blocks. Create platformers, racing games, and puzzles. Learn game mechanics, collision detection, scoring systems, and player controls. Ages 9-14 develop game design skills. This Learning Platform focuses on Computer Science, Game Design, Programming, Creativity and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",29,53
Hopscotch - Animation Studio,"Create animated stories and interactive art. Program character movements, scene transitions, and visual effects using code blocks. Ages 9-14 combine storytelling with programming to create animated narratives.","Create animated stories and interactive art. Program character movements, scene transitions, and visual effects using code blocks. Ages 9-14 combine storytelling with programming to create animated narratives. This Learning Platform focuses on Computer Science, Animation, Art, Storytelling and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",27,50
Hopscotch - Interactive Art Projects,"Code generative art and interactive designs. Use loops, variables, and drawing commands to create mathematical art, patterns, and responsive visuals. Ages 9-14 explore intersection of art and computer science.","Code generative art and interactive designs. Use loops, variables, and drawing commands to create mathematical art, patterns, and responsive visuals. Ages 9-14 explore intersection of art and computer science. This Learning Platform focuses on Computer Science, Generative Art, Mathematics, Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",29,53
Hopscotch - Music and Sound Programming,"Create musical compositions and sound effects using code. Program beats, melodies, and interactive instruments. Ages 9-14 learn sequencing, timing, and audio programming through musical projects.","Create musical compositions and sound effects using code. Program beats, melodies, and interactive instruments. Ages 9-14 learn sequencing, timing, and audio programming through musical projects. This Learning Platform focuses on Computer Science, Music, Audio Programming, Sequencing and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",25,49
Hopscotch - Variables and Math Projects,"Learn programming variables through math games and calculators. Build counting apps, math quizzes, and interactive calculators. Ages 9-14 connect mathematical concepts with coding logic.","Learn programming variables through math games and calculators. Build counting apps, math quizzes, and interactive calculators. Ages 9-14 connect mathematical concepts with coding logic. This Learning Platform focuses on Computer Science, Mathematics, Variables, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",24,47
Hopscotch - Loops and Patterns,"Master loop programming through pattern creation and repetitive tasks. Build spirals, tessellations, and automated behaviors. Ages 9-14 develop computational efficiency and algorithmic thinking.","Master loop programming through pattern creation and repetitive tasks. Build spirals, tessellations, and automated behaviors. Ages 9-14 develop computational efficiency and algorithmic thinking. This Learning Platform focuses on Computer Science, Algorithms, Loops, Patterns and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",23,46
Hopscotch - Conditionals and Logic,"Learn if-then logic and conditional statements. Create decision-making programs, quizzes, and interactive stories with branching paths. Ages 9-14 develop logical reasoning and conditional thinking.","Learn if-then logic and conditional statements. Create decision-making programs, quizzes, and interactive stories with branching paths. Ages 9-14 develop logical reasoning and conditional thinking. This Learning Platform focuses on Computer Science, Logic, Conditionals, Decision Making and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level.",24,52
Hopscotch - Physics Simulations,"Code physics-based games and simulations. Implement gravity, velocity, acceleration, and collision physics. Ages 9-14 apply physics concepts through game programming.","Code physics-based games and simulations. Implement gravity, velocity, acceleration, and collision physics. Ages 9-14 apply physics concepts through game programming. This Learning Platform focuses on Computer Science, Physics, Game Physics, Simulation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level.",20,48
Hopscotch - Character Design and Sprites,"Create custom characters and sprites using built-in drawing tools. Program character behaviors, animations, and interactions. Ages 9-14 combine art and coding to build unique game assets.","Create custom characters and sprites using built-in drawing tools. Program character behaviors, animations, and interactions. Ages 9-14 combine art and coding to build unique game assets. This Learning Platform focuses on Computer Science, Digital Art, Character Design, Animation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",26,51
Hopscotch - Community Explore Page,"Browse, play, and remix projects from global community. Discover trending games, featured projects, and learning from peer code. Ages 9-14 engage with collaborative learning and code remixing.","Browse, play, and remix projects from global community. Discover trending games, featured projects, and learning from peer code. Ages 9-14 engage with collaborative learning and code remixing. This Learning Platform focuses on Computer Science, Peer Learning, Code Reading, Collaboration and serves grade 4-8 students. The program requires Self-paced commitment, free, available online.",27,52
Hopscotch - Publishing and Sharing,"Publish projects to community for others to play and remix. Receive feedback, track plays, and build portfolio. Ages 9-14 develop confidence sharing work and receiving constructive feedback.","Publish projects to community for others to play and remix. Receive feedback, track plays, and build portfolio. Ages 9-14 develop confidence sharing work and receiving constructive feedback. This Learning Platform focuses on Computer Science, Digital Citizenship, Portfolio Building, Communication and serves grade 4-8 students. The program requires Self-paced commitment, free, available online. Prerequisites: Basic coding level.",27,56
Hopscotch - Code Remixing,"Learn by remixing existing projects. View code from community projects, modify logic, and create variations. Ages 9-14 develop code reading skills and learn from examples.","Learn by remixing existing projects. View code from community projects, modify logic, and create variations. Ages 9-14 develop code reading skills and learn from examples. This Learning Platform focuses on Computer Science, Code Reading, Reverse Engineering, Adaptation and serves grade 4-8 students. The program requires Self-paced commitment, free, available online.",25,50
Hopscotch - Video Tutorials,"Library of step-by-step video tutorials covering coding concepts. Learn loops, variables, conditionals, and game design through guided videos. Ages 9-14 follow along to build projects.","Library of step-by-step video tutorials covering coding concepts. Learn loops, variables, conditionals, and game design through guided videos. Ages 9-14 follow along to build projects. This Learning Platform focuses on Computer Science, Programming, Video Learning, Tutorials and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",25,49
Hopscotch - Premium Subscription,"Optional subscription unlocking advanced features including expanded character library, special effects, cloud saves, and ad-free experience. Ages 9-14 access enhanced creative tools.","Optional subscription unlocking advanced features including expanded character library, special effects, cloud saves, and ad-free experience. Ages 9-14 access enhanced creative tools. This Learning Platform focuses on Computer Science, Programming, Premium Features and serves grade 4-8 students. The program requires Self-paced commitment, paid, available online.",22,45
Hopscotch - iPad App Interface,"Touch-optimized coding on iPad. Drag-and-drop blocks, real-time preview, and intuitive interface designed for mobile. Ages 9-14 code anywhere with tablet-friendly design.","Touch-optimized coding on iPad. Drag-and-drop blocks, real-time preview, and intuitive interface designed for mobile. Ages 9-14 code anywhere with tablet-friendly design. This Learning Platform focuses on Computer Science, Mobile Learning, User Interface Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available mobile app.",21,47
Hopscotch - Weekly Challenges,"Community coding challenges with themes and prompts. Participate in weekly projects, showcase creativity, and get featured. Ages 9-14 stay engaged with fresh content and friendly competition.","Community coding challenges with themes and prompts. Participate in weekly projects, showcase creativity, and get featured. Ages 9-14 stay engaged with fresh content and friendly competition. This Learning Platform focuses on Computer Science, Creative Problem Solving, Community Engagement and serves grade 4-8 students. The program requires Weekly commitment, free, available online. Prerequisites: Basic coding level.",26,55
Hopscotch - Safe Community Moderation,"Kid-safe moderated community with no personal messaging. COPPA-compliant safety features, content filtering, and reporting tools. Ages 9-14 code in protected environment.","Kid-safe moderated community with no personal messaging. COPPA-compliant safety features, content filtering, and reporting tools. Ages 9-14 code in protected environment. This Learning Platform focuses on Digital Citizenship, Online Safety, Community Guidelines and serves grade 4-8 students. The program requires Not applicable commitment, free, available feature.",21,46
International Science and Engineering Fair (ISEF),The world's largest international pre-college science competition where high school students compete with independent research projects across 22 scientific categories for awards and scholarships.,"The world's largest international pre-college science competition where high school students compete with independent research projects across 22 scientific categories for awards and scholarships. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-12 months research project commitment, free, available international. Prerequisites: High level.",24,50
Regeneron Science Talent Search (STS),"The nation's most prestigious science competition for high school seniors, recognizing exceptional research projects and scientific potential through rigorous evaluation of research papers and projects.","The nation's most prestigious science competition for high school seniors, recognizing exceptional research projects and scientific potential through rigorous evaluation of research papers and projects. This Research Competition focuses on All STEM and serves grade 12 students. The program requires 12+ months research project commitment, free, available national. Prerequisites: Advanced level.",25,51
"Broadcom MASTERS (Math, Applied Science, Technology and Engineering for Rising Stars)","National middle school science and engineering competition recognizing excellence in project-based learning, critical thinking, communication, and collaboration among 6th, 7th, and 8th grade students.","National middle school science and engineering competition recognizing excellence in project-based learning, critical thinking, communication, and collaboration among 6th, 7th, and 8th grade students. This Science Competition focuses on All STEM and serves grade 6-8 students. The program requires 3-6 months research project commitment, free, available national. Prerequisites: Medium level.",24,50
Junior Science and Humanities Symposium (JSHS),"National STEM research competition for high school students conducting original research, with regional and national symposiums showcasing student research presentations and fostering STEM careers.","National STEM research competition for high school students conducting original research, with regional and national symposiums showcasing student research presentations and fostering STEM careers. This Research Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-9 months research project commitment, free, available national. Prerequisites: High level.",24,50
Regional Science Fair (ISEF Qualifying),"Local and regional science fairs serving as qualifying competitions for ISEF, where students present independent research projects and compete for advancement to international competition.","Local and regional science fairs serving as qualifying competitions for ISEF, where students present independent research projects and compete for advancement to international competition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 4-8 months research project commitment, free, available regional. Prerequisites: Medium level.",24,50
State Science Fair (ISEF Qualifying),"State-level science competitions that serve as the final qualifying step for ISEF, bringing together regional winners to compete for international science fair advancement and state recognition.","State-level science competitions that serve as the final qualifying step for ISEF, bringing together regional winners to compete for international science fair advancement and state recognition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-10 months research project commitment, free, available state. Prerequisites: High level.",26,52
Thermo Fisher Scientific Junior Innovators Challenge,"Middle school competition challenging teams to identify a real-world problem and use STEM skills to create an innovative solution, emphasizing collaboration and practical application of scientific knowledge.","Middle school competition challenging teams to identify a real-world problem and use STEM skills to create an innovative solution, emphasizing collaboration and practical application of scientific knowledge. This Innovation Competition focuses on All STEM and serves grade 5-8 students. The program requires 2-4 months team project commitment, free, available national. Prerequisites: Basic level.",27,53
Society for Science Alumni Network,"Ongoing mentorship and networking opportunities for past competition participants, providing career guidance, research connections, and continued STEM community involvement.","Ongoing mentorship and networking opportunities for past competition participants, providing career guidance, research connections, and continued STEM community involvement. This Mentorship Program focuses on All STEM and serves grade 9-12 students. The program requires Ongoing participation commitment, free, available virtual. Prerequisites: Medium level.",19,43
IXL Math - Kindergarten,"Comprehensive kindergarten math curriculum with 200+ skills. Counting to 20, number recognition, basic addition and subtraction, shapes, patterns, measurement, and comparison. Adaptive practice with instant feedback.","Comprehensive kindergarten math curriculum with 200+ skills. Counting to 20, number recognition, basic addition and subtraction, shapes, patterns, measurement, and comparison. Adaptive practice with instant feedback. This Learning Platform focuses on Mathematics, Early Math and serves grade K students. The program requires Self-paced commitment, paid, available online.",26,47
IXL Math - 1st Grade,"First grade math with 300+ skills. Addition and subtraction within 20, place value, time, money, measurement, data and graphs, and geometry. Standards-aligned adaptive learning.","First grade math with 300+ skills. Addition and subtraction within 20, place value, time, money, measurement, data and graphs, and geometry. Standards-aligned adaptive learning. This Learning Platform focuses on Mathematics, Arithmetic and serves grade 1 students. The program requires Self-paced commitment, paid, available online.",24,44
IXL Math - 2nd Grade,"Second grade math covering 400+ skills. Addition and subtraction within 100, place value to 1000, multiplication foundations, fractions, measurement, time, money, and data analysis.","Second grade math covering 400+ skills. Addition and subtraction within 100, place value to 1000, multiplication foundations, fractions, measurement, time, money, and data analysis. This Learning Platform focuses on Mathematics, Arithmetic and serves grade 2 students. The program requires Self-paced commitment, paid, available online.",24,44
IXL Math - 3rd Grade,"Third grade math with 500+ skills. Multiplication and division, fractions, area and perimeter, time, measurement, data, and problem-solving. Interactive practice with real-world applications.","Third grade math with 500+ skills. Multiplication and division, fractions, area and perimeter, time, measurement, data, and problem-solving. Interactive practice with real-world applications. This Learning Platform focuses on Mathematics, Multiplication, Fractions and serves grade 3 students. The program requires Self-paced commitment, paid, available online.",23,44
