name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family
FIRST LEGO League Challenge - Robot Game,"Competitive robot game component of Challenge level. Teams design, build, and program LEGO SPIKE Prime or MINDSTORMS robots to autonomously complete missions. 2.5 minute matches on themed field. Strategy, precision programming, and iterative design critical for success.",https://www.firstlegoleague.org/challenge,FIRST LEGO League,Competition,"Robotics, Programming, Engineering, Mathematics, Physics",4-8,Paid,In-person,4-6 months,Low,High,Competition season,Medium,Limited,Optional,Equipment-Travel,$100-$500,True,True,True,High,Variable,True,Basic,International,High,True,Coach,first_lego_league,
FIRST LEGO League Challenge - Innovation Project,"Research and innovation component of Challenge level. Teams identify real-world problem related to season theme, research solutions, design innovative solution, and share findings with others. Develop presentation skills and scientific research methodology.",https://www.firstlegoleague.org/challenge,FIRST LEGO League,Competition,"Research, Science, Engineering, Innovation, Communication",4-8,Paid,In-person,4-6 months,Low,High,Competition season,Medium,Limited,Optional,Equipment-Travel,$100-$500,True,True,True,High,Variable,True,Basic,International,High,True,Coach,first_lego_league,
FIRST LEGO League Challenge - Robot Design,"Engineering design component of Challenge level. Teams document robot mechanical design, programming strategies, and iterative improvement process. Present engineering portfolio to judges explaining design decisions, testing, and problem-solving.",https://www.firstlegoleague.org/challenge,FIRST LEGO League,Competition,"Engineering, Robotics, Design, Documentation",4-8,Paid,In-person,4-6 months,Low,High,Competition season,Medium,Limited,Optional,Equipment-Travel,$100-$500,True,True,True,High,Variable,True,Basic,International,High,True,Coach,first_lego_league,
FIRST LEGO League Core Values,"Foundational values across all FIRST LEGO League levels: Discovery, Innovation, Impact, Inclusion, Teamwork, Fun. Teams demonstrate gracious professionalism, coopertition (cooperation+competition), and collaborative problem-solving. Core Values judging component at competitions.",https://www.firstlegoleague.org/explore,FIRST LEGO League,Competition,"Teamwork, Leadership, Ethics, Collaboration",PreK-8,Paid,In-person,4-6 months,,High,Season-long,Medium,Limited,Optional,Equipment-Travel,$100-$500,True,True,True,High,Variable,True,Basic,International,High,True,Coach,first_lego_league,
FIRST LEGO League Coach Training and Resources,"Comprehensive training and resources for team coaches and mentors. Online courses, curriculum guides, season materials, engineering notebooks, and community support. Access to global network of FIRST coaches and technical resources.",https://www.firstlegoleague.org/,FIRST LEGO League,Program,"Education, Mentorship, Robotics, STEM Education",PreK-8,Free,Online,Variable,,High,Rolling,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Professional,first_lego_league,
FIRST LEGO League Team Grants and Financial Aid,"Financial assistance programs for teams facing economic barriers. Team registration grants, kit subsidies, and event fee waivers available through FIRST partnerships and regional programs. Application process for qualifying teams.",https://www.firstlegoleague.org/,FIRST LEGO League,Program,"Financial Aid, Access, Equity",PreK-8,Free,Online,1-2 weeks,,High,Before season,,True,Required,,Free,True,True,True,High,True,False,Required,International,High,False,,first_lego_league,
FIRST LEGO League Championship Advancement,"Championship tournament pathway for top-performing Challenge teams. Advance from regional events to state/provincial championships, national events, and international championships. Invitation-based advancement recognizing excellence in all judging categories.",https://www.firstlegoleague.org/season,FIRST LEGO League,Competition,"Robotics, Engineering, Programming, Competition",4-8,Paid,In-person,4-8 months,High,High,Invitation-based,High,Limited,Optional,Travel-Lodging,$500-$1000,True,True,True,High,False,True,Basic,International,High,True,Coach,first_lego_league,
FIRST LEGO League Volunteer Program,"Volunteer opportunities for community members to support FIRST LEGO League events. Roles include judging, refereeing, event coordination, and technical support. Training provided for all volunteer positions. Critical to expanding program reach.",https://www.firstlegoleague.org/,FIRST LEGO League,Program,"Volunteering, STEM Education, Community Engagement",PreK-8,Free,In-person,1-2 days,,High,Competition season,,Not applicable,Not required,,Free,True,True,True,High,Variable,True,,International,Low,True,,first_lego_league,
FIRST Robotics Competition (FRC),"High school robotics competition where teams design, build, and program industrial-sized robots to compete in alliance-based matches. Teams receive a kit of parts and have 6 weeks to build their robot.",https://www.firstinspires.org/robotics/frc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",9-12,"$6,000-$15,000",Regional,January-April (Build season + competitions),,High,December (team registration),Prohibitive,False,Middle+,Equipment,$2000+,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST Robotics Competition - Build Season,"Six-week robot build period where FRC teams design, prototype, and build their competition robot using the Kit of Parts and additional materials.",https://www.firstinspires.org/robotics/frc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",9-12,"$6,000-$15,000 (team registration + materials)",Regional,6 weeks (January-February),,High,December (team registration),Prohibitive,False,Middle+,Equipment,$2000+,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST Robotics Competition - Regional Events,Regional competition events where FRC teams compete with their robots in alliance-based matches to qualify for championship.,https://www.firstinspires.org/robotics/frc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",9-12,"$6,000-$15,000",Regional,2-3 weekends (March-April),,High,Team registration by December,Prohibitive,False,Middle+,,$2000+,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST Robotics Competition - Championship,Annual world championship event in Houston and Detroit for qualifying FRC teams. The ultimate robotics competition experience.,https://www.firstinspires.org/robotics/frc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",9-12,Qualification required + travel expenses,Regional,1 week (April),,High,December (team registration),,False,Any,Travel,Free,False,False,False,Low,True,True,,Select-regions,,True,,first_robotics_programs_enhanced,
FIRST Tech Challenge (FTC),Middle and high school robotics program where teams design and build robots using reusable parts to compete in head-to-head challenges with a sports-like atmosphere.,https://www.firstinspires.org/robotics/ftc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",7-12,$275 registration + materials,Regional,September-April (Season + championships),,High,August-September (team registration),Medium,False,Any,Equipment,$100-500,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST Tech Challenge - League Tournaments,Local league tournaments where FTC teams compete throughout the season. Teams earn ranking points to advance to championship events.,https://www.firstinspires.org/robotics/ftc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",7-12,$275 team registration fee,Regional,October-February (multiple events),,High,August-September (team registration),Medium,False,Any,,$100-500,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST Tech Challenge - Super Regional Championships,Regional championship events where top FTC teams compete for advancement to the World Championship.,https://www.firstinspires.org/robotics/ftc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",7-12,Qualification required,Regional,February-March,,High,August-September (team registration),,False,Any,,Free,False,False,False,Low,True,True,,Select-regions,,True,,first_robotics_programs_enhanced,
FIRST Tech Challenge - World Championship,Global championship event in Houston where the best FTC teams from around the world compete.,https://www.firstinspires.org/robotics/ftc,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",7-12,Qualification + travel required,Regional,4 days (April),,High,August-September (team registration),,False,Any,Travel,Free,False,False,False,High,True,True,,Select-regions,,True,,first_robotics_programs_enhanced,
FIRST LEGO League (FLL),Elementary and middle school program introducing STEM concepts through hands-on robotics and research projects using LEGO technology.,https://www.firstinspires.org/robotics/fll,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",K-8,$225 + robot kit,Regional,August-February (Season + tournaments),,High,October (team registration),Medium,False,Any,,$100-500,False,False,False,Low,True,True,,National,,False,,first_robotics_programs_enhanced,
FIRST LEGO League Discover (Ages 4-6),Introductory STEM program for youngest learners using LEGO DUPLO. Children explore science and engineering concepts through play.,https://www.firstinspires.org/robotics/fll,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",PreK-K,$100-200 per team,Regional,8-12 weeks,,High,October (team registration),Low,False,Any,,Under-$100,False,False,False,Low,True,False,,National,,True,,first_robotics_programs_enhanced,
FIRST LEGO League Explore (Ages 6-10),Hands-on STEM program where teams build motorized models using LEGO WeDo 2.0 and create a poster to share their learning.,https://www.firstinspires.org/robotics/fll,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",1-4,$200-300 per team,Regional,12-16 weeks,,High,October (team registration),Low,False,Any,,$100-500,False,False,False,Low,True,False,,National,,True,,first_robotics_programs_enhanced,
FIRST LEGO League Challenge (Ages 9-16),Competitive robotics program where teams design and program autonomous LEGO robots and complete an innovation project.,https://www.firstinspires.org/robotics/fll,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",4-8,$225 team registration + robot kit,Regional,12-16 weeks + tournaments,,High,October (team registration),Medium,False,Any,,$100-500,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
FIRST LEGO League - Regional Tournaments,Regional tournament competitions where FLL Challenge teams compete with their robots and present innovation projects.,https://www.firstinspires.org/robotics/fll,FIRST Robotics,Robotics Competition,"Engineering, Programming, Design",4-8,$225 + robot kit,Regional,1-2 days (December-February),,High,Team registration by October,Medium,False,Any,,$100-500,False,False,False,Low,True,True,,National,,True,,first_robotics_programs_enhanced,
Garcia Research Scholars Program - Summer Research,"Intensive 7-week summer research program at Stony Brook University for high school students. Work one-on-one with faculty mentors conducting authentic scientific research in biology, chemistry, physics, mathematics, computer science, or engineering. Full-time commitment developing research question, conducting experiments, analyzing data, and preparing presentations. Students receive stipend. Gain hands-on laboratory experience and develop scientific thinking. Selective admission based on academic achievement and research interest.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Biology, Chemistry, Physics, Mathematics, Computer Science, Engineering",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Academic Year Extension,"Continuation of summer research during academic year for Garcia Scholars. Students continue working with faculty mentors part-time while attending high school. Develop research further, prepare for competitions, and work toward publications. Monthly seminars and research group meetings. Flexible scheduling around school commitments. Strengthen college applications with sustained research experience.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Biology, Chemistry, Physics, Mathematics, Computer Science, Engineering",9-12,Free,In-person,Part-time academic year,Summer program completion,High,Automatic for summer participants,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Biology and Life Sciences Track,"Research opportunities in molecular biology, genetics, neuroscience, ecology, or biomedical sciences. Work in university laboratories using advanced equipment and techniques. Learn experimental design, microscopy, data analysis, and scientific communication. Projects may include studying gene expression, animal behavior, cellular processes, or disease mechanisms. Mentored by biology faculty.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Biology, Molecular Biology, Genetics, Neuroscience, Ecology",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Chemistry and Materials Science Track,"Research in organic chemistry, inorganic chemistry, physical chemistry, or materials science. Conduct synthesis experiments, analyze compounds, and characterize materials. Use spectroscopy, chromatography, and computational chemistry tools. Projects may explore catalysis, drug design, nanomaterials, or environmental chemistry.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Chemistry, Materials Science, Chemical Engineering, Nanotechnology",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Physics and Astronomy Track,"Research in theoretical or experimental physics, astronomy, or astrophysics. Study particle physics, condensed matter, optics, or cosmology. Use computational modeling, laboratory experiments, or telescope observations. Projects may investigate fundamental physics questions or applied physics applications.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Physics, Astronomy, Astrophysics, Theoretical Physics",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Computer Science and Mathematics Track,"Research in algorithms, artificial intelligence, data science, cybersecurity, pure mathematics, or applied mathematics. Develop software, analyze data, or prove theorems. Projects may involve machine learning, computational biology, cryptography, or mathematical modeling.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Computer Science, Mathematics, Data Science, Artificial Intelligence",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Engineering Track,"Research in mechanical, electrical, biomedical, or environmental engineering. Design experiments, build prototypes, and test engineering solutions. Use CAD software, fabrication equipment, and testing facilities. Projects address real-world engineering challenges.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Engineering, Mechanical Engineering, Electrical Engineering, Biomedical Engineering",9-12,Free,In-person,7 weeks summer + academic year,High,High,January,Low,Stipend-provided,Not required,Travel,Paid-Program,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - Research Symposium and Competitions,"End-of-summer research symposium where Garcia Scholars present findings to faculty, peers, and families. Develop scientific posters and oral presentations. Support for entering research competitions including Intel ISEF, Regeneron STS, and regional science fairs. Guidance on abstracts, presentations, and competition applications.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"Scientific Communication, Research Presentation, Competition Preparation",9-12,Free,In-person,Program duration,Program participant,High,Summer culmination,,Not applicable,Not required,,Free,True,True,True,High,False,True,Basic,Regional,Medium,True,Professional,garcia_scholars,Garcia Program
Garcia Research Scholars - College Application Support,"Guidance leveraging Garcia research experience for college applications. Help framing research in personal statements, supplemental essays, and activity lists. Recommendation letters from faculty mentors. Support applying to selective universities and STEM programs. Resume building and interview preparation.",https://www.stonybrook.edu/commcms/garcia/,Garcia Research Scholars,Research,"College Preparation, Career Guidance, Academic Advising",11-12,Free,In-person,Academic year,Program participant,High,Rolling,,Not applicable,Not required,,Free,True,True,True,High,False,False,Required,Regional,Low,True,Professional,garcia_scholars,Garcia Program
Girls Who Code Clubs,"After-school and summer clubs for girls to learn computer science fundamentals, build coding projects, and develop computational thinking skills in a supportive community environment.",https://girlswhocode.com/programs/clubs,Girls Who Code,Coding Program,"Computer Science, Programming",6-12,Free,Regional,Weekly meetings (school year),,High,Rolling enrollment,,False,Any,,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
Summer Immersion Program,"Intensive 7-week summer program for high school girls to learn programming, explore tech careers, and work on real-world projects with industry mentors and role models.",https://girlswhocode.com/programs/summer-immersion-program,Girls Who Code,Tech Program,"Computer Science, Programming",9-12,Free,In-person,7 weeks (summer),,High,March applications,,False,Any,Travel,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
College Loops Program,"Ongoing support network for Girls Who Code alumni transitioning to college, including mentorship, career guidance, and community connections throughout university years.",https://girlswhocode.com/programs/college-loops,Girls Who Code,Tech Program,"Computer Science, Programming",12,Free,Virtual,Ongoing support,,High,GWC alumni enrollment,,False,Any,,Free,True,True,True,High,True,False,High-speed-required,National,Optional,True,Professional,girls_who_code_programs,
Girls Who Code Self-Paced Program,"Free online coding curriculum and resources for girls to learn programming independently with interactive lessons, projects, and community support through digital platforms.",https://girlswhocode.com/programs/self-paced,Girls Who Code,Coding Program,"Computer Science, Programming",6-12,Free,Virtual,Self-paced learning,,Medium,Open enrollment,,False,Any,,Free,True,True,True,High,True,False,High-speed-required,National,Optional,True,Professional,girls_who_code_programs,
Girls Who Code Campus Programs,University-based programs and partnerships that bring coding education and career preparation directly to college campuses with local tech industry connections.,https://girlswhocode.com/programs/campus,Girls Who Code,Tech Program,"Computer Science, Programming",12,Free,In-person,Semester programs,,High,Semester enrollment,,False,Any,Travel,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
Girls Who Code Middle School Clubs,"Age-appropriate coding clubs specifically designed for middle school girls focusing on creativity, problem-solving, and building confidence in technology through fun projects.",https://girlswhocode.com/programs/clubs/middle-school,Girls Who Code,Coding Program,"Computer Science, Programming",6-8,Free,Regional,Weekly meetings (school year),,High,Fall enrollment,,False,Any,,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
Girls Who Code High School Clubs,"Advanced coding clubs for high school girls focusing on real-world applications, college preparation, and career exploration in computer science and technology fields.",https://girlswhocode.com/programs/clubs/high-school,Girls Who Code,Coding Program,"Computer Science, Programming",9-12,Free,Regional,Weekly meetings (school year),,High,Fall enrollment,,False,Any,,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
HerStory Programming Curriculum,Culturally responsive computer science curriculum that highlights contributions of women and underrepresented groups in technology while teaching core programming concepts.,https://girlswhocode.com/herstory,Girls Who Code,Coding Program,"Computer Science, Programming",6-12,Free,Virtual,Curriculum modules,,Medium,Open access,,False,Any,,Free,True,True,True,High,True,False,High-speed-required,National,Optional,True,Professional,girls_who_code_programs,
Girls Who Code at Home,Virtual programming and activities designed for girls to continue learning coding and computer science concepts from home with family-friendly projects and challenges.,https://girlswhocode.com/programs/code-at-home,Girls Who Code,Coding Program,"Computer Science, Programming",K-12,Free,Virtual,Flexible schedule,,Medium,Open participation,,False,Any,,Free,True,True,True,High,True,False,High-speed-required,National,Optional,True,Professional,girls_who_code_programs,
Virtual Summer Experience,"Online summer programming experience for girls who cannot attend in-person programs, featuring interactive coding lessons, virtual mentorship, and collaborative projects.",https://girlswhocode.com/programs/virtual-summer,Girls Who Code,Tech Program,"Computer Science, Programming",9-12,Free,Virtual,2-4 weeks (summer),,High,Spring applications,,False,Any,Travel,Free,True,True,True,High,True,False,High-speed-required,National,Optional,True,Professional,girls_who_code_programs,
Girls Who Code Community Impact Projects,"Capstone projects where girls use coding skills to address real community challenges, developing both technical abilities and social impact awareness through technology.",https://girlswhocode.com/programs/community-impact,Girls Who Code,Tech Program,"Computer Science, Programming",9-12,Free,Hybrid,Project-based (3-6 months),Medium,High,Project cycles,,False,Any,,Free,True,True,True,High,False,True,Basic,Select-regions,Optional,True,Professional,girls_who_code_programs,
Hopscotch - Getting Started Tutorial,"Introduction to block-based coding on iPad. Learn drag-and-drop programming interface, basic commands, and creating first interactive project. Ages 9-14 develop foundational coding skills through guided tutorial.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Computational Thinking, Logic",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Game Creation Projects,"Build interactive games using visual programming blocks. Create platformers, racing games, and puzzles. Learn game mechanics, collision detection, scoring systems, and player controls. Ages 9-14 develop game design skills.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Game Design, Programming, Creativity",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Animation Studio,"Create animated stories and interactive art. Program character movements, scene transitions, and visual effects using code blocks. Ages 9-14 combine storytelling with programming to create animated narratives.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Animation, Art, Storytelling",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Interactive Art Projects,"Code generative art and interactive designs. Use loops, variables, and drawing commands to create mathematical art, patterns, and responsive visuals. Ages 9-14 explore intersection of art and computer science.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Generative Art, Mathematics, Design",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Music and Sound Programming,"Create musical compositions and sound effects using code. Program beats, melodies, and interactive instruments. Ages 9-14 learn sequencing, timing, and audio programming through musical projects.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Music, Audio Programming, Sequencing",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Variables and Math Projects,"Learn programming variables through math games and calculators. Build counting apps, math quizzes, and interactive calculators. Ages 9-14 connect mathematical concepts with coding logic.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Mathematics, Variables, Logic",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Loops and Patterns,"Master loop programming through pattern creation and repetitive tasks. Build spirals, tessellations, and automated behaviors. Ages 9-14 develop computational efficiency and algorithmic thinking.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Algorithms, Loops, Patterns",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Conditionals and Logic,"Learn if-then logic and conditional statements. Create decision-making programs, quizzes, and interactive stories with branching paths. Ages 9-14 develop logical reasoning and conditional thinking.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Logic, Conditionals, Decision Making",4-8,Freemium,Online,Self-paced,Basic coding,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Physics Simulations,"Code physics-based games and simulations. Implement gravity, velocity, acceleration, and collision physics. Ages 9-14 apply physics concepts through game programming.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Physics, Game Physics, Simulation",4-8,Freemium,Online,Self-paced,Basic coding,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Character Design and Sprites,"Create custom characters and sprites using built-in drawing tools. Program character behaviors, animations, and interactions. Ages 9-14 combine art and coding to build unique game assets.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Digital Art, Character Design, Animation",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Community Explore Page,"Browse, play, and remix projects from global community. Discover trending games, featured projects, and learning from peer code. Ages 9-14 engage with collaborative learning and code remixing.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Peer Learning, Code Reading, Collaboration",4-8,Free,Online,Self-paced,,Medium,Rolling,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Publishing and Sharing,"Publish projects to community for others to play and remix. Receive feedback, track plays, and build portfolio. Ages 9-14 develop confidence sharing work and receiving constructive feedback.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Digital Citizenship, Portfolio Building, Communication",4-8,Free,Online,Self-paced,Basic coding,Low,Rolling,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Code Remixing,"Learn by remixing existing projects. View code from community projects, modify logic, and create variations. Ages 9-14 develop code reading skills and learn from examples.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Code Reading, Reverse Engineering, Adaptation",4-8,Free,Online,Self-paced,,Medium,Rolling,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Video Tutorials,"Library of step-by-step video tutorials covering coding concepts. Learn loops, variables, conditionals, and game design through guided videos. Ages 9-14 follow along to build projects.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Video Learning, Tutorials",4-8,Freemium,Online,Self-paced,,Medium,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,False,,hopscotch_coding,
Hopscotch - Premium Subscription,"Optional subscription unlocking advanced features including expanded character library, special effects, cloud saves, and ad-free experience. Ages 9-14 access enhanced creative tools.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Premium Features",4-8,Paid,Online,Self-paced,,Low,Rolling,Medium,Limited,Optional,Subscription,$50-$100,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - iPad App Interface,"Touch-optimized coding on iPad. Drag-and-drop blocks, real-time preview, and intuitive interface designed for mobile. Ages 9-14 code anywhere with tablet-friendly design.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Mobile Learning, User Interface Design",4-8,Freemium,Mobile App,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Weekly Challenges,"Community coding challenges with themes and prompts. Participate in weekly projects, showcase creativity, and get featured. Ages 9-14 stay engaged with fresh content and friendly competition.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Creative Problem Solving, Community Engagement",4-8,Free,Online,Weekly,Basic coding,Low,Weekly,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
Hopscotch - Safe Community Moderation,"Kid-safe moderated community with no personal messaging. COPPA-compliant safety features, content filtering, and reporting tools. Ages 9-14 code in protected environment.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Digital Citizenship, Online Safety, Community Guidelines",4-8,Free,Feature,Not applicable,,High,Rolling,,Not applicable,Not required,,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,
International Science and Engineering Fair (ISEF),The world's largest international pre-college science competition where high school students compete with independent research projects across 22 scientific categories for awards and scholarships.,https://www.societyforscience.org/isef/,Society for Science,Science Competition,All STEM,9-12,Free,International,6-12 months research project,High,Medium,January regional qualifiers,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
Regeneron Science Talent Search (STS),"The nation's most prestigious science competition for high school seniors, recognizing exceptional research projects and scientific potential through rigorous evaluation of research papers and projects.",https://www.societyforscience.org/regeneron-sts/,Society for Science,Research Competition,All STEM,12,Free,National,12+ months research project,Advanced,Medium,November applications,Medium,True,Any,Equipment,Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
"Broadcom MASTERS (Math, Applied Science, Technology and Engineering for Rising Stars)","National middle school science and engineering competition recognizing excellence in project-based learning, critical thinking, communication, and collaboration among 6th, 7th, and 8th grade students.",https://www.societyforscience.org/broadcom-masters/,Society for Science,Science Competition,All STEM,6-8,Free,National,3-6 months research project,Medium,High,Regional fair qualifiers,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,
