name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level,source_file,program_family,word_count,tfidf_text,financial_barrier_level_predicted,financial_barrier_level_confidence,hidden_costs_level_predicted,hidden_costs_level_confidence,internet_dependency_predicted,internet_dependency_confidence,category_tier2,category_tier1,stem_field_tier2,stem_field_tier1
Hopscotch - Getting Started Tutorial,"Introduction to block-based coding on iPad. Learn drag-and-drop programming interface, basic commands, and creating first interactive project. Ages 9-14 develop foundational coding skills through guided tutorial. This Learning Platform focuses on Computer Science, Programming, Computational Thinking, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Computational Thinking, Logic",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,50,"Hopscotch - Getting Started Tutorial Introduction to block-based coding on iPad. Learn drag-and-drop programming interface, basic commands, and creating first interactive project. Ages 9-14 develop foundational coding skills through guided tutorial. This Learning Platform focuses on Computer Science, Programming, Computational Thinking, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Programming, Computational Thinking, Logic Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Programming, Computational Thinking, Logic",Computer Science; Other STEM
Hopscotch - Game Creation Projects,"Build interactive games using visual programming blocks. Create platformers, racing games, and puzzles. Learn game mechanics, collision detection, scoring systems, and player controls. Ages 9-14 develop game design skills. This Learning Platform focuses on Computer Science, Game Design, Programming, Creativity and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Game Design, Programming, Creativity",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,53,"Hopscotch - Game Creation Projects Build interactive games using visual programming blocks. Create platformers, racing games, and puzzles. Learn game mechanics, collision detection, scoring systems, and player controls. Ages 9-14 develop game design skills. This Learning Platform focuses on Computer Science, Game Design, Programming, Creativity and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Game Design, Programming, Creativity Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Game Design, Programming, Creativity",Computer Science; Information Technology; Other STEM
Hopscotch - Animation Studio,"Create animated stories and interactive art. Program character movements, scene transitions, and visual effects using code blocks. Ages 9-14 combine storytelling with programming to create animated narratives. This Learning Platform focuses on Computer Science, Animation, Art, Storytelling and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Animation, Art, Storytelling",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,50,"Hopscotch - Animation Studio Create animated stories and interactive art. Program character movements, scene transitions, and visual effects using code blocks. Ages 9-14 combine storytelling with programming to create animated narratives. This Learning Platform focuses on Computer Science, Animation, Art, Storytelling and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Animation, Art, Storytelling Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Animation, Art, Storytelling",Artificial Intelligence/Machine Learning; Computer Science; Other STEM
Hopscotch - Interactive Art Projects,"Code generative art and interactive designs. Use loops, variables, and drawing commands to create mathematical art, patterns, and responsive visuals. Ages 9-14 explore intersection of art and computer science. This Learning Platform focuses on Computer Science, Generative Art, Mathematics, Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Generative Art, Mathematics, Design",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,53,"Hopscotch - Interactive Art Projects Code generative art and interactive designs. Use loops, variables, and drawing commands to create mathematical art, patterns, and responsive visuals. Ages 9-14 explore intersection of art and computer science. This Learning Platform focuses on Computer Science, Generative Art, Mathematics, Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Generative Art, Mathematics, Design Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Generative Art, Mathematics, Design",Computer Science; Mathematics; Other STEM; Robotics
Hopscotch - Music and Sound Programming,"Create musical compositions and sound effects using code. Program beats, melodies, and interactive instruments. Ages 9-14 learn sequencing, timing, and audio programming through musical projects. This Learning Platform focuses on Computer Science, Music, Audio Programming, Sequencing and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Music, Audio Programming, Sequencing",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,49,"Hopscotch - Music and Sound Programming Create musical compositions and sound effects using code. Program beats, melodies, and interactive instruments. Ages 9-14 learn sequencing, timing, and audio programming through musical projects. This Learning Platform focuses on Computer Science, Music, Audio Programming, Sequencing and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Music, Audio Programming, Sequencing Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Music, Audio Programming, Sequencing",Computer Science; Other STEM
Hopscotch - Variables and Math Projects,"Learn programming variables through math games and calculators. Build counting apps, math quizzes, and interactive calculators. Ages 9-14 connect mathematical concepts with coding logic. This Learning Platform focuses on Computer Science, Mathematics, Variables, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Mathematics, Variables, Logic",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,47,"Hopscotch - Variables and Math Projects Learn programming variables through math games and calculators. Build counting apps, math quizzes, and interactive calculators. Ages 9-14 connect mathematical concepts with coding logic. This Learning Platform focuses on Computer Science, Mathematics, Variables, Logic and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Mathematics, Variables, Logic Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Mathematics, Variables, Logic",Computer Science; Mathematics; Other STEM
Hopscotch - Loops and Patterns,"Master loop programming through pattern creation and repetitive tasks. Build spirals, tessellations, and automated behaviors. Ages 9-14 develop computational efficiency and algorithmic thinking. This Learning Platform focuses on Computer Science, Algorithms, Loops, Patterns and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Algorithms, Loops, Patterns",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,46,"Hopscotch - Loops and Patterns Master loop programming through pattern creation and repetitive tasks. Build spirals, tessellations, and automated behaviors. Ages 9-14 develop computational efficiency and algorithmic thinking. This Learning Platform focuses on Computer Science, Algorithms, Loops, Patterns and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Algorithms, Loops, Patterns Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Algorithms, Loops, Patterns",Computer Science; Information Technology; Other STEM
Hopscotch - Conditionals and Logic,"Learn if-then logic and conditional statements. Create decision-making programs, quizzes, and interactive stories with branching paths. Ages 9-14 develop logical reasoning and conditional thinking. This Learning Platform focuses on Computer Science, Logic, Conditionals, Decision Making and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Logic, Conditionals, Decision Making",4-8,Freemium,Online,Self-paced,Basic coding,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,52,"Hopscotch - Conditionals and Logic Learn if-then logic and conditional statements. Create decision-making programs, quizzes, and interactive stories with branching paths. Ages 9-14 develop logical reasoning and conditional thinking. This Learning Platform focuses on Computer Science, Logic, Conditionals, Decision Making and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level. Computer Science, Logic, Conditionals, Decision Making Learning Platform 4-8 Basic coding Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Logic, Conditionals, Decision Making",Computer Science; Information Technology; Other STEM
Hopscotch - Physics Simulations,"Code physics-based games and simulations. Implement gravity, velocity, acceleration, and collision physics. Ages 9-14 apply physics concepts through game programming. This Learning Platform focuses on Computer Science, Physics, Game Physics, Simulation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Physics, Game Physics, Simulation",4-8,Freemium,Online,Self-paced,Basic coding,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,48,"Hopscotch - Physics Simulations Code physics-based games and simulations. Implement gravity, velocity, acceleration, and collision physics. Ages 9-14 apply physics concepts through game programming. This Learning Platform focuses on Computer Science, Physics, Game Physics, Simulation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Prerequisites: Basic coding level. Computer Science, Physics, Game Physics, Simulation Learning Platform 4-8 Basic coding Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Physics, Game Physics, Simulation",Computer Science; Other STEM; Physics
Hopscotch - Character Design and Sprites,"Create custom characters and sprites using built-in drawing tools. Program character behaviors, animations, and interactions. Ages 9-14 combine art and coding to build unique game assets. This Learning Platform focuses on Computer Science, Digital Art, Character Design, Animation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Digital Art, Character Design, Animation",4-8,Freemium,Online,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,51,"Hopscotch - Character Design and Sprites Create custom characters and sprites using built-in drawing tools. Program character behaviors, animations, and interactions. Ages 9-14 combine art and coding to build unique game assets. This Learning Platform focuses on Computer Science, Digital Art, Character Design, Animation and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Digital Art, Character Design, Animation Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Digital Art, Character Design, Animation",Computer Science; Information Technology; Other STEM
Hopscotch - Community Explore Page,"Browse, play, and remix projects from global community. Discover trending games, featured projects, and learning from peer code. Ages 9-14 engage with collaborative learning and code remixing. This Learning Platform focuses on Computer Science, Peer Learning, Code Reading, Collaboration and serves grade 4-8 students. The program requires Self-paced commitment, free, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Peer Learning, Code Reading, Collaboration",4-8,Free,Online,Self-paced,,Medium,Rolling,Low,Not applicable,Not required,Device Access,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,52,"Hopscotch - Community Explore Page Browse, play, and remix projects from global community. Discover trending games, featured projects, and learning from peer code. Ages 9-14 engage with collaborative learning and code remixing. This Learning Platform focuses on Computer Science, Peer Learning, Code Reading, Collaboration and serves grade 4-8 students. The program requires Self-paced commitment, free, available online. Computer Science, Peer Learning, Code Reading, Collaboration Learning Platform 4-8 Medium Online",True,0.94,True,0.6453358976308778,False,,Learning Platform,Learning Platform,"Computer Science, Peer Learning, Code Reading, Collaboration",Computer Science; Other STEM
Hopscotch - Publishing and Sharing,"Publish projects to community for others to play and remix. Receive feedback, track plays, and build portfolio. Ages 9-14 develop confidence sharing work and receiving constructive feedback. This Learning Platform focuses on Computer Science, Digital Citizenship, Portfolio Building, Communication and serves grade 4-8 students. The program requires Self-paced commitment, free, available online. Prerequisites: Basic coding level.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Digital Citizenship, Portfolio Building, Communication",4-8,Free,Online,Self-paced,Basic coding,Low,Rolling,Low,Not applicable,Not required,Device Access,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,56,"Hopscotch - Publishing and Sharing Publish projects to community for others to play and remix. Receive feedback, track plays, and build portfolio. Ages 9-14 develop confidence sharing work and receiving constructive feedback. This Learning Platform focuses on Computer Science, Digital Citizenship, Portfolio Building, Communication and serves grade 4-8 students. The program requires Self-paced commitment, free, available online. Prerequisites: Basic coding level. Computer Science, Digital Citizenship, Portfolio Building, Communication Learning Platform 4-8 Basic coding Low Online",True,0.9,True,0.6453358976308778,False,,Learning Platform,Learning Platform,"Computer Science, Digital Citizenship, Portfolio Building, Communication",Computer Science; Information Technology; Other STEM
Hopscotch - Code Remixing,"Learn by remixing existing projects. View code from community projects, modify logic, and create variations. Ages 9-14 develop code reading skills and learn from examples. This Learning Platform focuses on Computer Science, Code Reading, Reverse Engineering, Adaptation and serves grade 4-8 students. The program requires Self-paced commitment, free, available online.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Code Reading, Reverse Engineering, Adaptation",4-8,Free,Online,Self-paced,,Medium,Rolling,Low,Not applicable,Not required,Device Access,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,50,"Hopscotch - Code Remixing Learn by remixing existing projects. View code from community projects, modify logic, and create variations. Ages 9-14 develop code reading skills and learn from examples. This Learning Platform focuses on Computer Science, Code Reading, Reverse Engineering, Adaptation and serves grade 4-8 students. The program requires Self-paced commitment, free, available online. Computer Science, Code Reading, Reverse Engineering, Adaptation Learning Platform 4-8 Medium Online",True,0.95,True,0.6453358976308778,False,,Learning Platform,Learning Platform,"Computer Science, Code Reading, Reverse Engineering, Adaptation",Computer Science; Engineering; Other STEM
Hopscotch - Video Tutorials,"Library of step-by-step video tutorials covering coding concepts. Learn loops, variables, conditionals, and game design through guided videos. Ages 9-14 follow along to build projects. This Learning Platform focuses on Computer Science, Programming, Video Learning, Tutorials and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Video Learning, Tutorials",4-8,Freemium,Online,Self-paced,,Medium,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,False,,hopscotch_coding,,49,"Hopscotch - Video Tutorials Library of step-by-step video tutorials covering coding concepts. Learn loops, variables, conditionals, and game design through guided videos. Ages 9-14 follow along to build projects. This Learning Platform focuses on Computer Science, Programming, Video Learning, Tutorials and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available online. Computer Science, Programming, Video Learning, Tutorials Learning Platform 4-8 Medium Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Programming, Video Learning, Tutorials",Computer Science; Other STEM
Hopscotch - Premium Subscription,"Optional subscription unlocking advanced features including expanded character library, special effects, cloud saves, and ad-free experience. Ages 9-14 access enhanced creative tools. This Learning Platform focuses on Computer Science, Programming, Premium Features and serves grade 4-8 students. The program requires Self-paced commitment, paid, available online.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Programming, Premium Features",4-8,Paid,Online,Self-paced,,Low,Rolling,Medium,Limited,Optional,Subscription,$50-$100,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,45,"Hopscotch - Premium Subscription Optional subscription unlocking advanced features including expanded character library, special effects, cloud saves, and ad-free experience. Ages 9-14 access enhanced creative tools. This Learning Platform focuses on Computer Science, Programming, Premium Features and serves grade 4-8 students. The program requires Self-paced commitment, paid, available online. Computer Science, Programming, Premium Features Learning Platform 4-8 Low Online",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Programming, Premium Features",Computer Science; Other STEM
Hopscotch - iPad App Interface,"Touch-optimized coding on iPad. Drag-and-drop blocks, real-time preview, and intuitive interface designed for mobile. Ages 9-14 code anywhere with tablet-friendly design. This Learning Platform focuses on Computer Science, Mobile Learning, User Interface Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available mobile app.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Computer Science, Mobile Learning, User Interface Design",4-8,Freemium,Mobile App,Self-paced,,Low,Rolling,Low,Limited,Optional,Premium-Features,Free-Tier-Available,True,True,True,Medium,True,False,Required,International,Low,True,Community,hopscotch_coding,,47,"Hopscotch - iPad App Interface Touch-optimized coding on iPad. Drag-and-drop blocks, real-time preview, and intuitive interface designed for mobile. Ages 9-14 code anywhere with tablet-friendly design. This Learning Platform focuses on Computer Science, Mobile Learning, User Interface Design and serves grade 4-8 students. The program requires Self-paced commitment, freemium, available mobile app. Computer Science, Mobile Learning, User Interface Design Learning Platform 4-8 Low Mobile App",False,,False,,False,,Learning Platform,Learning Platform,"Computer Science, Mobile Learning, User Interface Design",Computer Science; Other STEM
Hopscotch - Weekly Challenges,"Community coding challenges with themes and prompts. Participate in weekly projects, showcase creativity, and get featured. Ages 9-14 stay engaged with fresh content and friendly competition. This Learning Platform focuses on Computer Science, Creative Problem Solving, Community Engagement and serves grade 4-8 students. The program requires Weekly commitment, free, available online. Prerequisites: Basic coding level.",https://www.gethopscotch.com/explore,Hopscotch,Learning Platform,"Computer Science, Creative Problem Solving, Community Engagement",4-8,Free,Online,Weekly,Basic coding,Low,Weekly,Low,Not applicable,Not required,Device Access,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,55,"Hopscotch - Weekly Challenges Community coding challenges with themes and prompts. Participate in weekly projects, showcase creativity, and get featured. Ages 9-14 stay engaged with fresh content and friendly competition. This Learning Platform focuses on Computer Science, Creative Problem Solving, Community Engagement and serves grade 4-8 students. The program requires Weekly commitment, free, available online. Prerequisites: Basic coding level. Computer Science, Creative Problem Solving, Community Engagement Learning Platform 4-8 Basic coding Low Online",True,0.87,True,0.23910698406543898,False,,Learning Platform,Learning Platform,"Computer Science, Creative Problem Solving, Community Engagement",Computer Science; Information Technology; Other STEM
Hopscotch - Safe Community Moderation,"Kid-safe moderated community with no personal messaging. COPPA-compliant safety features, content filtering, and reporting tools. Ages 9-14 code in protected environment. This Learning Platform focuses on Digital Citizenship, Online Safety, Community Guidelines and serves grade 4-8 students. The program requires Not applicable commitment, free, available feature.",https://www.gethopscotch.com/,Hopscotch,Learning Platform,"Digital Citizenship, Online Safety, Community Guidelines",4-8,Free,Feature,Not applicable,,High,Rolling,Medium,Not applicable,Not required,Hardware,Free,True,True,True,High,True,False,Required,International,Low,True,Community,hopscotch_coding,,46,"Hopscotch - Safe Community Moderation Kid-safe moderated community with no personal messaging. COPPA-compliant safety features, content filtering, and reporting tools. Ages 9-14 code in protected environment. This Learning Platform focuses on Digital Citizenship, Online Safety, Community Guidelines and serves grade 4-8 students. The program requires Not applicable commitment, free, available feature. Digital Citizenship, Online Safety, Community Guidelines Learning Platform 4-8 High Feature",True,0.43,True,0.32,False,,Learning Platform,Learning Platform,"Digital Citizenship, Online Safety, Community Guidelines",Information Technology; Other STEM
International Science and Engineering Fair (ISEF),"The world's largest international pre-college science competition where high school students compete with independent research projects across 22 scientific categories for awards and scholarships. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-12 months research project commitment, free, available international. Prerequisites: High level.",https://www.societyforscience.org/isef/,Society for Science,Science Competition,All STEM,9-12,Free,International,6-12 months research project,High,Medium,January regional qualifiers,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,50,"International Science and Engineering Fair (ISEF) The world's largest international pre-college science competition where high school students compete with independent research projects across 22 scientific categories for awards and scholarships. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-12 months research project commitment, free, available international. Prerequisites: High level. All STEM Science Competition 9-12 High Medium International",False,,False,,False,,Science Competition,Competition,All STEM,Multi-disciplinary STEM
Regeneron Science Talent Search (STS),"The nation's most prestigious science competition for high school seniors, recognizing exceptional research projects and scientific potential through rigorous evaluation of research papers and projects. This Research Competition focuses on All STEM and serves grade 12 students. The program requires 12+ months research project commitment, free, available national. Prerequisites: Advanced level.",https://www.societyforscience.org/regeneron-sts/,Society for Science,Research Competition,All STEM,12,Free,National,12+ months research project,Advanced,Medium,November applications,Medium,True,Any,Equipment,Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,51,"Regeneron Science Talent Search (STS) The nation's most prestigious science competition for high school seniors, recognizing exceptional research projects and scientific potential through rigorous evaluation of research papers and projects. This Research Competition focuses on All STEM and serves grade 12 students. The program requires 12+ months research project commitment, free, available national. Prerequisites: Advanced level. All STEM Research Competition 12 Advanced Medium National",False,,False,,False,,Research Competition,Other,All STEM,Multi-disciplinary STEM
"Broadcom MASTERS (Math, Applied Science, Technology and Engineering for Rising Stars)","National middle school science and engineering competition recognizing excellence in project-based learning, critical thinking, communication, and collaboration among 6th, 7th, and 8th grade students. This Science Competition focuses on All STEM and serves grade 6-8 students. The program requires 3-6 months research project commitment, free, available national. Prerequisites: Medium level.",https://www.societyforscience.org/broadcom-masters/,Society for Science,Science Competition,All STEM,6-8,Free,National,3-6 months research project,Medium,High,Regional fair qualifiers,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,50,"Broadcom MASTERS (Math, Applied Science, Technology and Engineering for Rising Stars) National middle school science and engineering competition recognizing excellence in project-based learning, critical thinking, communication, and collaboration among 6th, 7th, and 8th grade students. This Science Competition focuses on All STEM and serves grade 6-8 students. The program requires 3-6 months research project commitment, free, available national. Prerequisites: Medium level. All STEM Science Competition 6-8 Medium High National",False,,False,,False,,Science Competition,Competition,All STEM,Multi-disciplinary STEM
Junior Science and Humanities Symposium (JSHS),"National STEM research competition for high school students conducting original research, with regional and national symposiums showcasing student research presentations and fostering STEM careers. This Research Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-9 months research project commitment, free, available national. Prerequisites: High level.",https://www.societyforscience.org/jshs/,Society for Science,Research Competition,All STEM,9-12,Free,National,6-9 months research project,High,Medium,Regional deadlines vary,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,50,"Junior Science and Humanities Symposium (JSHS) National STEM research competition for high school students conducting original research, with regional and national symposiums showcasing student research presentations and fostering STEM careers. This Research Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-9 months research project commitment, free, available national. Prerequisites: High level. All STEM Research Competition 9-12 High Medium National",False,,False,,False,,Research Competition,Other,All STEM,Multi-disciplinary STEM
Regional Science Fair (ISEF Qualifying),"Local and regional science fairs serving as qualifying competitions for ISEF, where students present independent research projects and compete for advancement to international competition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 4-8 months research project commitment, free, available regional. Prerequisites: Medium level.",https://www.societyforscience.org/isef/how-to-compete/,Society for Science,Science Competition,All STEM,9-12,Free,Regional,4-8 months research project,Medium,Medium,Winter/Spring regionally,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,50,"Regional Science Fair (ISEF Qualifying) Local and regional science fairs serving as qualifying competitions for ISEF, where students present independent research projects and compete for advancement to international competition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 4-8 months research project commitment, free, available regional. Prerequisites: Medium level. All STEM Science Competition 9-12 Medium Medium Regional",False,,False,,False,,Science Competition,Competition,All STEM,Multi-disciplinary STEM
State Science Fair (ISEF Qualifying),"State-level science competitions that serve as the final qualifying step for ISEF, bringing together regional winners to compete for international science fair advancement and state recognition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-10 months research project commitment, free, available state. Prerequisites: High level.",https://www.societyforscience.org/isef/international-affiliates/,Society for Science,Science Competition,All STEM,9-12,Free,State,6-10 months research project,High,Medium,Spring state competitions,Medium,True,Any,"Equipment, Travel",Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,52,"State Science Fair (ISEF Qualifying) State-level science competitions that serve as the final qualifying step for ISEF, bringing together regional winners to compete for international science fair advancement and state recognition. This Science Competition focuses on All STEM and serves grade 9-12 students. The program requires 6-10 months research project commitment, free, available state. Prerequisites: High level. All STEM Science Competition 9-12 High Medium State",False,,False,,False,,Science Competition,Competition,All STEM,Multi-disciplinary STEM
Thermo Fisher Scientific Junior Innovators Challenge,"Middle school competition challenging teams to identify a real-world problem and use STEM skills to create an innovative solution, emphasizing collaboration and practical application of scientific knowledge. This Innovation Competition focuses on All STEM and serves grade 5-8 students. The program requires 2-4 months team project commitment, free, available national. Prerequisites: Basic level.",https://www.societyforscience.org/junior-innovators-challenge/,Society for Science,Innovation Competition,All STEM,5-8,Free,National,2-4 months team project,Basic,High,Spring submissions,Medium,True,Any,Equipment,Free,True,True,False,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,53,"Thermo Fisher Scientific Junior Innovators Challenge Middle school competition challenging teams to identify a real-world problem and use STEM skills to create an innovative solution, emphasizing collaboration and practical application of scientific knowledge. This Innovation Competition focuses on All STEM and serves grade 5-8 students. The program requires 2-4 months team project commitment, free, available national. Prerequisites: Basic level. All STEM Innovation Competition 5-8 Basic High National",False,,False,,False,,Innovation Competition,Other,All STEM,Multi-disciplinary STEM
Society for Science Alumni Network,"Ongoing mentorship and networking opportunities for past competition participants, providing career guidance, research connections, and continued STEM community involvement. This Mentorship Program focuses on All STEM and serves grade 9-12 students. The program requires Ongoing participation commitment, free, available virtual. Prerequisites: Medium level.",https://www.societyforscience.org/alumni/,Society for Science,Mentorship Program,All STEM,9-12,Free,Virtual,Ongoing participation,Medium,High,Open enrollment,Medium,True,Any,Equipment,Free,True,True,True,Medium,True,True,Basic,National,Optional,True,Adult,intel_science_fair_programs,,43,"Society for Science Alumni Network Ongoing mentorship and networking opportunities for past competition participants, providing career guidance, research connections, and continued STEM community involvement. This Mentorship Program focuses on All STEM and serves grade 9-12 students. The program requires Ongoing participation commitment, free, available virtual. Prerequisites: Medium level. All STEM Mentorship Program 9-12 Medium High Virtual",False,,False,,False,,Mentorship Program,Mentorship Program,All STEM,Multi-disciplinary STEM
